model,ari,nmi,silhouette,runtime_sec
encoder_cls_kmeans,0.7931477269513543,0.7583641095801903,0.042073968797922134,0.8885419368743896
encoder_mean_kmeans,0.8756432617814874,0.853215225902561,0.051667045801877975,0.8925939071923494
classical_tfidf_kmeans,0.42696377169976935,0.6243934397729658,0.01014614249135389,4.6851938627660275
